Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
3704.0;-7.81;5.29;1.64;-0.36;-0.03;-0.29;1.05;2.17;1.05
3713.0;-7.7;5.28;1.67;-0.37;-0.05;-0.29;-0.91;2.1;-0.91
3722.0;-7.85;5.2;1.64;-0.37;-0.05;-0.29;-1.33;1.33;-1.33
3731.0;-7.87;5.08;1.5;-0.37;-0.05;-0.29;0.35;0.35;0.35
3740.0;-8.0;5.27;1.58;-0.36;-0.04;-0.28;2.1;1.96;2.1
3749.0;-7.77;5.23;1.63;-0.36;-0.04;-0.28;3.64;0.98;3.64
3758.0;-7.82;5.25;1.65;-0.36;-0.04;-0.29;2.87;1.54;2.87
3767.0;-7.71;5.32;1.68;-0.37;-0.04;-0.29;0.98;0.28;0.98
3776.0;-7.83;5.32;1.59;-0.37;-0.04;-0.29;-1.26;0.91;-1.26
3786.0;-7.8;5.15;1.62;-0.36;-0.04;-0.28;-0.91;-0.63;-0.91
3796.0;-7.85;5.28;1.62;-0.36;-0.04;-0.28;-0.49;-1.54;-0.49
3805.0;-7.96;5.12;1.46;-0.36;-0.04;-0.28;-0.63;-1.26;-0.63
3814.0;-7.86;5.18;1.51;-0.37;-0.04;-0.27;-1.05;0.63;-1.05
3832.0;-7.87;5.2;1.55;-0.37;-0.04;-0.27;1.89;1.82;1.89
3841.0;-7.93;5.14;1.45;-0.36;-0.05;-0.28;4.9;2.66;4.9
3850.0;-7.93;5.15;1.83;-0.36;-0.05;-0.28;4.69;0.63;4.69
3943.0;-7.75;5.15;1.54;-0.36;-0.04;-0.27;1.54;2.59;1.54
3952.0;-7.67;5.3;1.51;-0.36;-0.04;-0.27;3.43;1.26;3.43
3961.0;-7.85;5.29;1.71;-0.36;-0.05;-0.28;1.75;-0.7;1.75
3970.0;-7.84;5.15;1.72;-0.36;-0.05;-0.28;-0.14;1.19;-0.14
3979.0;-7.9;5.2;1.62;-0.36;-0.05;-0.28;-2.66;0.07;-2.66
3989.0;-7.84;5.23;1.56;-0.36;-0.04;-0.28;17.78;1.4;17.78
3997.0;-7.86;5.31;1.62;-0.36;-0.04;-0.28;2.17;0.07;2.17
4007.0;-7.88;5.29;1.67;-0.36;-0.04;-0.28;4.55;1.89;4.55
4016.0;-7.88;5.2;1.64;-0.37;-0.05;-0.29;2.17;3.36;2.17
4025.0;-7.74;5.2;1.72;-0.37;-0.05;-0.29;1.33;2.66;1.33
4034.0;-7.84;5.17;1.62;-0.37;-0.05;-0.29;1.26;2.59;1.26
4043.0;-7.87;5.25;1.68;-0.36;-0.04;-0.29;1.96;-0.63;1.96
4052.0;-7.85;5.13;1.74;-0.36;-0.04;-0.29;0.7;0.35;0.7
4061.0;-7.89;5.18;1.52;-0.36;-0.05;-0.3;-1.54;-1.68;-1.54
4070.0;-7.9;5.3;1.61;-0.36;-0.05;-0.3;-1.54;0.7;-1.54
4079.0;-7.98;5.32;1.5;-0.36;-0.05;-0.3;-0.21;0.49;-0.21
4088.0;-7.88;5.28;1.58;-0.36;-0.04;-0.28;2.38;2.31;2.38
4097.0;-7.8;5.2;1.54;-0.36;-0.04;-0.28;3.71;2.17;3.71
4106.0;-7.84;5.12;1.69;-0.36;-0.04;-0.28;2.94;1.61;2.94
4115.0;-7.82;5.17;1.71;-0.37;-0.05;-0.29;0.77;1.75;0.77
