Time(ms);AccX(m/s^2);AccY(m/s^2);AccZ(m/s^2);MagX(gauss);MagY(gauss);MagZ(gauss);GyroX(dps);GyroY(dps);GyroZ(dps)
47.0;-2.59;-1.36;9.25;0.02;0.16;-0.32;-28.84;-35.07;-28.84
48.0;-2.32;-1.6;9.48;0.03;0.15;-0.29;-29.19;-35.14;-29.19
49.0;-2.1;-1.77;9.53;0.03;0.15;-0.29;-28.98;-35.35;-28.98
50.0;-2.38;-1.55;9.61;0.03;0.15;-0.29;-29.05;-35.07;-29.05
51.0;-2.78;-1.65;9.63;0.02;0.15;-0.3;-29.19;-35.28;-29.19
52.0;-2.98;-1.89;9.68;0.02;0.15;-0.3;-29.33;-34.72;-29.33
53.0;-3.01;-2.05;9.62;0.02;0.15;-0.3;-28.84;-35.0;-28.84
54.0;-2.83;-2.2;9.59;0.02;0.15;-0.29;-29.12;-35.07;-29.12
55.0;-2.62;-2.37;9.27;0.02;0.15;-0.29;-29.26;-35.0;-29.26
56.0;-2.87;-2.46;9.04;0.02;0.15;-0.29;-29.4;-35.28;-29.4
57.0;-2.76;-2.59;8.75;0.02;0.15;-0.29;-28.84;-35.0;-28.84
58.0;-2.52;-2.68;8.58;0.02;0.15;-0.29;-29.4;-35.07;-29.4
59.0;-2.58;-2.76;8.62;0.02;0.15;-0.29;-29.47;-34.93;-29.47
60.0;-2.9;-3.19;8.75;-0.01;0.15;-0.29;-29.4;-35.0;-29.4
63.0;-4.49;-3.96;8.48;-0.02;0.15;-0.3;-29.26;-35.35;-29.26
64.0;-4.97;-4.08;8.4;-0.02;0.15;-0.3;-29.19;-34.86;-29.19
65.0;-4.8;-4.32;8.36;-0.02;0.15;-0.3;-29.05;-35.0;-29.05
66.0;-4.1;-4.55;8.45;-0.02;0.14;-0.3;-28.91;-35.28;-28.91
67.0;-3.34;-4.74;8.43;-0.02;0.14;-0.3;-28.91;-35.28;-28.91
68.0;-2.58;-4.81;8.15;-0.02;0.14;-0.3;-29.12;-35.07;-29.12
69.0;-2.13;-4.68;8.69;-0.02;0.16;-0.3;-29.19;-35.56;-29.19
70.0;-1.65;-4.87;8.99;-0.03;0.16;-0.3;-28.77;-35.07;-28.77
71.0;-2.14;-5.33;8.92;-0.03;0.16;-0.3;-29.05;-34.79;-29.05
72.0;-2.87;-5.69;8.81;-0.04;0.16;-0.29;-28.77;-35.07;-28.77
73.0;-3.6;-6.24;8.72;-0.04;0.16;-0.29;-29.26;-35.35;-29.26
74.0;-4.19;-6.86;8.56;-0.04;0.16;-0.29;-28.77;-35.28;-28.77
77.0;-3.7;-7.94;8.09;-0.04;0.16;-0.3;-29.33;-35.14;-29.33
78.0;-3.19;-8.26;7.9;-0.04;0.16;-0.31;-28.91;-35.28;-28.91
79.0;-2.58;-8.36;7.95;-0.05;0.17;-0.31;-29.47;-34.93;-29.47
80.0;-2.41;-8.69;8.03;-0.05;0.17;-0.31;-29.19;-35.21;-29.19
81.0;-2.34;-9.05;8.46;-0.05;0.17;-0.31;-28.98;-35.35;-28.98
82.0;-2.25;-9.6;8.6;-0.05;0.16;-0.28;-28.91;-35.07;-28.91
83.0;-2.3;-10.12;8.91;-0.05;0.16;-0.28;-29.4;-34.86;-29.4
84.0;-2.2;-10.68;8.48;-0.05;0.16;-0.28;-29.26;-34.86;-29.26
85.0;-2.33;-11.03;8.15;-0.05;0.15;-0.3;-29.05;-34.72;-29.05
86.0;-2.66;-11.25;7.75;-0.05;0.15;-0.3;-29.4;-34.65;-29.4
87.0;-2.89;-11.52;7.4;-0.05;0.14;-0.3;-29.05;-34.93;-29.05
88.0;-2.86;-11.77;7.01;-0.07;0.14;-0.3;-29.19;-35.14;-29.19
89.0;-2.87;-12.22;6.67;-0.07;0.14;-0.3;-29.05;-35.28;-29.05
90.0;-3.14;-14.67;6.75;-0.07;0.14;-0.3;-29.05;-34.93;-29.05
91.0;-2.61;-13.88;6.95;-0.08;0.12;-0.28;-28.98;-35.35;-28.98
92.0;-1.13;-15.28;7.4;-0.08;0.12;-0.28;-28.91;-35.21;-28.91
93.0;1.16;-17.77;7.5;-0.08;0.12;-0.28;-28.91;-35.0;-28.91
94.0;4.24;-22.5;7.32;-0.07;0.12;-0.28;-29.54;-35.07;-29.54
95.0;8.46;-29.64;6.85;-0.07;0.12;-0.28;-29.12;-35.21;-29.12
96.0;13.2;-38.85;4.55;-0.07;0.12;-0.3;-29.05;-35.21;-29.05
97.0;13.22;-43.24;4.01;-0.05;0.12;-0.3;-29.19;-35.07;-29.19
98.0;8.89;-38.51;5.56;-0.05;0.12;-0.3;-29.12;-34.93;-29.12
101.0;2.79;-23.27;8.02;-0.02;0.13;-0.29;-29.19;-34.72;-29.19
102.0;8.2;-18.08;11.16;-0.02;0.13;-0.29;-28.98;-35.28;-28.98
103.0;17.8;-7.57;13.32;0.05;0.15;-0.3;-28.98;-34.86;-28.98
104.0;27.74;6.3;10.35;0.05;0.15;-0.3;-29.05;-35.0;-29.05
105.0;32.33;23.94;-1.18;0.05;0.15;-0.3;-28.98;-35.14;-28.98
106.0;35.25;50.3;-8.18;0.09;0.13;-0.28;-29.33;-35.21;-29.33
107.0;17.33;97.86;-6.96;0.09;0.13;-0.28;-29.05;-35.28;-29.05
108.0;-55.48;137.96;9.02;0.09;0.13;-0.28;-28.98;-35.42;-28.98
109.0;-69.22;98.65;-1.25;0.08;0.06;-0.27;-29.33;-35.28;-29.33
110.0;-29.34;27.13;-23.83;0.08;0.06;-0.27;-29.33;-34.79;-29.33
111.0;-25.99;-6.44;-14.54;0.08;0.06;-0.27;-28.98;-35.0;-28.98
114.0;17.02;12.81;28.05;0.09;0.12;-0.26;-28.91;-35.14;-28.91
115.0;10.83;26.93;7.49;0.11;0.1;-0.27;-29.12;-34.86;-29.12
116.0;3.34;15.89;-10.37;0.11;0.1;-0.27;-29.05;-35.28;-29.05
117.0;19.02;3.68;-3.4;0.11;0.1;-0.27;-29.12;-35.42;-29.12
118.0;37.65;-8.33;9.9;0.16;0.08;-0.24;-29.19;-35.28;-29.19
119.0;32.63;-3.91;14.74;0.16;0.08;-0.24;-28.91;-34.86;-28.91
120.0;7.13;8.41;11.51;0.16;0.08;-0.24;-29.12;-35.42;-29.12
121.0;-4.11;5.88;9.7;0.17;0.07;-0.24;-29.19;-35.0;-29.19
122.0;-1.68;1.21;11.36;0.17;0.07;-0.24;-29.19;-35.07;-29.19
123.0;7.18;-0.05;25.55;0.17;0.07;-0.24;54.53;39.55;54.53
126.0;-5.47;3.88;10.88;0.17;0.08;-0.23;-24.08;-38.08;-24.08
127.0;-6.06;1.42;10.61;0.18;0.08;-0.23;-20.65;-31.92;-20.65
128.0;-3.27;0.58;9.79;0.18;0.08;-0.23;-21.0;-22.82;-21.0
129.0;1.03;1.16;9.7;0.18;0.08;-0.23;-18.06;-22.89;-18.06
130.0;3.92;1.56;9.45;0.17;0.08;-0.23;-10.22;-40.95;-10.22
131.0;2.63;0.95;9.07;0.17;0.08;-0.23;-3.08;-61.95;-3.08
132.0;-1.06;-0.3;8.88;0.17;0.08;-0.23;0.0;-65.8;0.0
133.0;-2.91;-1.6;9.54;0.16;0.07;-0.23;-3.15;-45.64;-3.15
134.0;-3.2;-2.01;10.36;0.16;0.07;-0.23;-9.03;-15.75;-9.03
135.0;-2.58;-1.79;10.85;0.16;0.07;-0.23;-15.4;11.97;-15.4
136.0;-1.69;-0.75;10.57;0.16;0.07;-0.23;-20.16;34.65;-20.16
137.0;-0.25;-0.01;10.5;0.16;0.07;-0.23;-20.23;44.45;-20.23
138.0;1.5;0.62;10.67;0.16;0.07;-0.23;-15.12;36.82;-15.12
139.0;1.91;0.97;10.62;0.16;0.07;-0.25;-7.0;16.66;-7.0
140.0;0.86;0.85;10.77;0.16;0.07;-0.25;1.61;-0.56;1.61
141.0;-0.67;0.42;10.73;0.16;0.07;-0.25;7.63;-9.87;7.63
142.0;-1.23;-0.01;10.57;0.16;0.08;-0.24;9.73;-7.98;9.73
143.0;-1.2;-0.1;10.64;0.16;0.08;-0.24;8.96;-2.59;8.96
144.0;-1.87;-0.06;10.81;0.17;0.07;-0.23;9.73;5.11;9.73
145.0;-2.22;-0.03;10.93;0.17;0.07;-0.23;8.82;16.24;8.82
146.0;-1.85;0.06;10.47;0.17;0.07;-0.23;6.51;26.53;6.51
147.0;-1.22;0.34;10.41;0.17;0.08;-0.23;7.42;28.28;7.42
150.0;0.09;0.47;9.91;0.16;0.07;-0.23;15.96;-0.21;15.96
151.0;-0.29;0.24;9.95;0.16;0.07;-0.23;18.76;-7.21;18.76
152.0;-1.06;0.06;9.86;0.16;0.07;-0.23;20.51;-7.77;20.51
153.0;-1.2;-0.04;9.88;0.16;0.07;-0.23;20.72;-2.38;20.72
154.0;-0.88;1.8;9.88;0.16;0.07;-0.23;18.76;5.67;18.76
155.0;-0.37;0.27;9.73;0.16;0.07;-0.23;17.71;11.13;17.71
156.0;-0.2;0.34;9.6;0.15;0.07;-0.24;18.27;14.84;18.27
157.0;-0.12;0.38;9.3;0.15;0.07;-0.24;17.08;18.69;17.08
158.0;0.04;0.39;9.22;0.15;0.07;-0.24;16.03;24.29;16.03
159.0;0.7;0.69;9.28;0.15;0.07;-0.23;14.42;25.62;14.42
160.0;1.18;0.9;9.41;0.15;0.07;-0.23;14.91;22.26;14.91
162.0;1.53;1.59;9.35;0.16;0.08;-0.23;19.25;7.0;19.25
163.0;1.56;1.72;9.48;0.16;0.08;-0.23;22.33;-0.21;22.33
164.0;1.55;2.15;9.61;0.16;0.08;-0.23;24.92;-5.88;24.92
165.0;1.2;2.42;9.61;0.16;0.09;-0.23;27.93;-9.73;27.93
166.0;1.11;2.71;9.68;0.16;0.09;-0.23;30.24;-12.67;30.24
167.0;1.09;3.17;9.52;0.16;0.09;-0.23;33.67;-15.19;33.67
168.0;0.95;3.63;9.41;0.16;0.08;-0.24;39.2;-19.53;39.2
169.0;0.9;4.08;9.19;0.16;0.08;-0.24;44.45;-24.22;44.45
170.0;0.86;4.49;9.12;0.16;0.08;-0.24;50.12;-28.42;50.12
171.0;0.73;4.76;8.95;0.15;0.09;-0.25;55.79;-34.37;55.79
172.0;0.45;4.96;8.89;0.15;0.09;-0.25;61.6;-40.25;61.6
173.0;0.22;5.54;8.83;0.15;0.09;-0.25;66.29;-45.85;66.29
176.0;-0.26;6.45;8.77;0.14;0.1;-0.25;85.33;-56.42;85.33
177.0;-0.53;6.38;8.82;0.12;0.09;-0.26;90.65;-55.93;90.65
178.0;-0.83;6.37;8.82;0.12;0.09;-0.26;94.01;-55.65;94.01
179.0;-1.13;6.31;8.88;0.12;0.09;-0.26;96.95;-53.13;96.95
180.0;-1.28;5.89;9.02;0.1;0.09;-0.26;99.47;-49.0;99.47
181.0;-1.82;5.59;9.45;0.1;0.09;-0.26;98.35;-42.56;98.35
182.0;-1.96;5.15;9.44;0.1;0.09;-0.26;95.27;-36.33;95.27
183.0;-1.96;5.07;9.63;0.09;0.11;-0.27;90.37;-27.23;90.37
184.0;-1.76;4.95;9.86;0.09;0.11;-0.27;84.98;-21.7;84.98
185.0;-1.39;5.38;10.2;0.09;0.11;-0.27;83.44;-22.54;83.44
186.0;-0.8;5.11;9.97;0.09;0.12;-0.28;81.06;-34.86;81.06
187.0;-0.65;4.91;9.72;0.09;0.12;-0.28;80.99;-47.67;80.99
188.0;-0.84;3.77;9.16;0.09;0.12;-0.28;78.26;-56.77;78.26
189.0;-1.75;2.86;9.07;0.07;0.13;-0.27;75.32;-59.85;75.32
190.0;-2.1;1.54;8.82;0.07;0.13;-0.27;68.39;-59.85;68.39
191.0;-2.79;0.95;8.84;0.07;0.13;-0.27;59.99;-53.41;59.99
192.0;-3.11;0.25;8.97;0.07;0.14;-0.28;47.67;-44.24;47.67
193.0;-2.88;0.06;9.25;0.07;0.14;-0.28;39.97;-34.3;39.97
194.0;-2.72;-0.06;9.65;0.07;0.14;-0.28;33.53;-26.39;33.53
195.0;-2.37;-0.11;10.62;0.07;0.14;-0.3;31.15;-17.08;31.15
196.0;-2.0;-0.35;10.97;0.07;0.14;-0.3;30.38;-15.4;30.38
197.0;-1.65;-0.95;10.78;0.07;0.14;-0.3;30.24;-18.48;30.24
198.0;-1.09;-1.7;10.37;0.05;0.14;-0.29;28.0;-24.64;28.0
199.0;-0.3;-2.61;10.01;0.05;0.14;-0.29;25.41;-33.88;25.41
200.0;0.21;-3.64;9.48;0.05;0.14;-0.29;22.26;-46.41;22.26
201.0;0.11;-4.38;8.99;0.05;0.16;-0.3;20.37;-62.16;20.37
202.0;-0.83;-4.71;8.28;0.04;0.16;-0.3;18.76;-75.81;18.76
203.0;-1.79;-4.84;7.72;0.04;0.16;-0.3;14.63;-85.05;14.63
204.0;-2.76;-5.05;7.26;0.03;0.16;-0.28;10.29;-87.43;10.29
205.0;-3.82;-5.1;7.41;0.03;0.16;-0.28;9.17;-82.46;9.17
206.0;-4.55;-5.18;7.72;0.03;0.16;-0.28;7.84;-76.79;7.84
207.0;-5.06;-5.39;8.16;-0.0;0.17;-0.3;6.72;-67.69;6.72
208.0;-5.36;-5.54;8.52;-0.0;0.17;-0.3;5.95;-55.72;5.95
211.0;-4.75;-6.02;8.99;-0.01;0.15;-0.31;6.93;-24.85;6.93
212.0;-4.29;-6.24;8.75;-0.01;0.15;-0.31;7.91;-25.41;7.91
213.0;-4.08;-6.37;8.28;-0.02;0.15;-0.31;8.75;-30.66;8.75
214.0;-4.13;-6.47;7.35;-0.02;0.15;-0.31;10.5;-35.49;10.5
215.0;-4.29;-6.73;7.16;-0.02;0.15;-0.31;10.92;-37.45;10.92
216.0;-4.72;-7.01;6.86;-0.02;0.17;-0.3;10.5;-40.32;10.5
217.0;-5.3;-7.26;6.96;-0.02;0.17;-0.3;9.45;-40.53;9.45
218.0;-5.64;-7.7;7.62;-0.02;0.17;-0.3;9.38;-37.31;9.38
219.0;-5.47;-8.25;7.87;-0.04;0.17;-0.32;8.68;-18.13;8.68
220.0;-4.9;-8.66;8.05;-0.04;0.17;-0.32;7.0;-34.65;7.0
221.0;-4.41;-9.15;8.13;-0.04;0.17;-0.32;6.23;-35.56;6.23
224.0;-3.45;-10.14;8.26;-0.05;0.17;-0.32;8.12;-39.06;8.12
225.0;-3.49;-10.53;8.17;-0.05;0.17;-0.32;9.87;-40.04;9.87
226.0;-3.51;-11.02;8.15;-0.06;0.17;-0.3;10.85;-37.94;10.85
227.0;-3.34;-11.54;8.15;-0.06;0.17;-0.3;11.41;-34.93;11.41
228.0;-2.95;-12.0;7.93;-0.06;0.17;-0.3;10.99;-30.94;10.99
229.0;-2.25;-12.76;7.62;-0.06;0.18;-0.29;9.45;-27.72;9.45
230.0;-1.39;-13.37;7.54;-0.06;0.18;-0.29;7.98;-29.89;7.98
231.0;-0.97;-14.01;7.85;-0.06;0.18;-0.29;8.54;-35.07;8.54
232.0;-0.82;-14.74;8.43;-0.06;0.16;-0.31;8.75;-38.99;8.75
233.0;-0.7;-15.76;8.92;-0.06;0.16;-0.31;9.31;-43.05;9.31
234.0;-1.23;-16.79;9.1;-0.06;0.16;-0.31;7.28;-46.2;7.28
235.0;-1.56;-17.62;8.72;-0.07;0.18;-0.3;4.41;-44.66;4.41
236.0;-1.55;-18.31;8.28;-0.07;0.18;-0.3;-0.84;-37.94;-0.84
237.0;-1.08;-18.85;7.57;-0.07;0.18;-0.3;-7.21;-32.41;-7.21
238.0;-0.5;-19.45;6.85;-0.08;0.18;-0.29;-15.54;-31.71;-15.54
239.0;-0.03;-20.1;6.13;-0.08;0.18;-0.29;-22.82;-35.07;-22.82
240.0;0.19;-20.77;5.48;-0.08;0.18;-0.29;-31.15;-41.51;-31.15
241.0;0.03;-21.31;5.21;-0.09;0.17;-0.3;-38.57;-41.86;-38.57
242.0;-0.53;-22.17;5.17;-0.09;0.17;-0.3;-46.62;-36.75;-46.62
243.0;-1.2;-23.01;5.94;-0.09;0.17;-0.3;-51.59;-27.93;-51.59
244.0;-1.79;-23.66;7.23;-0.1;0.17;-0.3;-55.44;-6.09;-55.44
245.0;-1.78;-24.03;7.96;-0.1;0.17;-0.3;-56.28;24.15;-56.28
246.0;-0.83;-24.45;8.43;-0.1;0.17;-0.3;-50.82;58.45;-50.82
247.0;0.79;-27.34;8.86;-0.09;0.16;-0.3;-36.12;103.67;-36.12
249.0;7.31;-32.17;5.43;-0.09;0.16;-0.3;11.41;174.51;11.41
250.0;10.64;-35.27;3.55;-0.06;0.17;-0.3;30.17;186.62;30.17
251.0;10.96;-36.32;3.3;-0.06;0.17;-0.3;36.47;180.95;36.47
252.0;7.74;-34.67;4.83;-0.06;0.17;-0.3;32.9;172.62;32.9
253.0;4.2;-29.94;5.46;-0.03;0.17;-0.3;0.77;191.38;0.77
254.0;3.43;-23.67;4.05;-0.03;0.17;-0.3;-10.43;241.92;-10.43
255.0;8.83;-19.56;2.22;-0.03;0.17;-0.3;-68.67;308.0;-68.67
256.0;18.24;-11.66;3.55;0.04;0.16;-0.31;-143.43;370.51;-143.43
258.0;35.71;20.44;15.01;0.04;0.16;-0.31;-249.97;174.02;-249.97
259.0;41.3;39.2;6.53;0.11;0.14;-0.27;-471.1;40.32;-471.1
260.0;49.1;84.5;-12.46;0.11;0.14;-0.27;-798.63;-154.63;-798.63
261.0;-3.63;135.08;-25.77;0.11;0.14;-0.27;-683.06;-258.51;-683.06
262.0;-75.52;154.38;19.68;0.11;0.04;-0.25;-119.42;-56.07;-119.42
263.0;-54.23;85.27;13.75;0.11;0.04;-0.25;257.53;140.21;257.53
264.0;-16.89;26.63;-23.39;0.11;0.04;-0.25;475.3;-84.28;475.3
265.0;-6.78;-5.74;-15.0;0.12;0.08;-0.26;368.13;66.57;368.13
266.0;28.75;-37.62;-2.61;0.12;0.08;-0.26;203.91;-89.67;203.91
267.0;24.44;-29.61;22.91;0.12;0.08;-0.26;-36.75;-197.96;-36.75
268.0;-3.06;16.23;45.88;0.1;0.11;-0.26;84.84;-133.0;84.84
269.0;-14.69;18.85;20.99;0.1;0.11;-0.26;117.74;-152.18;117.74
270.0;-24.93;10.69;-23.26;0.1;0.11;-0.26;11.2;59.85;11.2
273.0;39.52;-12.38;2.51;0.09;0.12;-0.27;-127.61;164.57;-127.61
274.0;18.56;9.78;16.65;0.14;0.1;-0.25;-92.54;-53.48;-92.54
275.0;-5.41;9.19;9.85;0.14;0.1;-0.25;-45.36;-77.21;-45.36
276.0;-12.2;0.21;8.82;0.14;0.1;-0.25;-33.25;-26.67;-33.25
277.0;-6.07;-3.5;11.0;0.14;0.1;-0.24;-53.2;45.78;-53.2
278.0;0.85;0.41;13.96;0.14;0.1;-0.24;-60.62;53.27;-60.62
279.0;0.19;4.33;14.48;0.14;0.1;-0.24;-38.43;12.95;-38.43
280.0;-5.46;3.66;13.73;0.15;0.09;-0.23;-15.05;-8.89;-15.05
281.0;-9.04;0.67;12.4;0.15;0.09;-0.23;-7.28;1.61;-7.28
282.0;-8.91;-0.49;11.43;0.15;0.09;-0.23;-10.92;27.44;-10.92
284.0;-0.78;0.99;11.88;0.15;0.09;-0.24;-6.16;38.5;-6.16
285.0;0.63;1.26;11.44;0.15;0.09;-0.24;3.01;12.39;3.01
286.0;-1.26;0.18;10.18;0.15;0.09;-0.24;9.1;-5.95;9.1
287.0;-2.96;-1.14;9.34;0.15;0.09;-0.24;8.68;-5.25;8.68
288.0;-2.84;-1.98;9.35;0.15;0.09;-0.24;2.52;3.85;2.52
289.0;-1.49;-2.09;9.71;0.16;0.09;-0.24;-3.15;11.62;-3.15
290.0;-1.62;-1.49;10.04;0.16;0.09;-0.24;-7.49;14.84;-7.49
291.0;-2.87;-1.19;10.14;0.16;0.09;-0.24;-9.94;25.41;-9.94
292.0;-2.71;-1.22;10.29;0.16;0.1;-0.23;-14.49;36.26;-14.49
293.0;-1.48;-0.74;10.37;0.16;0.1;-0.23;-16.31;42.14;-16.31
294.0;-0.42;-0.19;10.46;0.16;0.1;-0.23;-15.26;37.52;-15.26
295.0;0.16;0.24;10.63;0.17;0.08;-0.23;-13.65;27.16;-13.65
296.0;0.3;0.88;10.55;0.17;0.08;-0.23;-10.36;15.75;-10.36
297.0;0.21;1.13;10.66;0.17;0.08;-0.23;-4.9;2.8;-4.9
298.0;-0.44;0.76;10.81;0.17;0.09;-0.21;-0.56;-7.63;-0.56
299.0;-1.14;0.29;11.12;0.17;0.09;-0.21;1.82;-10.85;1.82
300.0;-1.59;0.12;11.31;0.17;0.09;-0.21;1.89;-7.56;1.89
301.0;-1.69;0.27;11.56;0.17;0.09;-0.22;2.45;-1.68;2.45
302.0;-1.31;0.5;11.41;0.17;0.09;-0.22;4.2;4.06;4.2
303.0;-0.95;0.55;11.1;0.17;0.09;-0.22;6.93;7.84;6.93
304.0;-0.8;0.53;10.62;0.17;0.09;-0.22;8.19;9.94;8.19
305.0;-0.52;0.77;10.36;0.17;0.09;-0.22;9.73;9.66;9.73
306.0;-0.06;0.88;10.01;0.17;0.09;-0.22;10.92;7.77;10.92
307.0;0.12;1.1;9.63;0.18;0.09;-0.22;12.81;4.9;12.81
308.0;0.02;1.16;7.35;0.18;0.09;-0.22;13.44;2.1;13.44
309.0;0.22;1.17;8.84;0.18;0.09;-0.22;13.58;-0.77;13.58
310.0;0.8;1.23;8.79;0.18;0.09;-0.23;13.09;-4.41;13.09
313.0;-0.51;0.48;8.58;0.17;0.09;-0.23;11.62;-8.54;11.62
314.0;-1.21;0.11;8.57;0.17;0.09;-0.23;8.12;1.19;8.12
315.0;-1.37;0.33;8.66;0.17;0.09;-0.23;2.31;16.1;2.31
316.0;-0.7;0.88;8.72;0.17;0.09;-0.23;-1.82;27.44;-1.82
317.0;0.17;1.52;9.06;0.17;0.09;-0.23;-2.52;30.73;-2.52
318.0;1.3;1.89;8.98;0.17;0.09;-0.23;-1.61;25.27;-1.61
319.0;1.97;1.97;9.01;0.17;0.09;-0.24;0.98;14.56;0.98
320.0;2.2;2.0;8.94;0.17;0.09;-0.24;3.36;4.13;3.36
321.0;2.09;2.13;8.94;0.17;0.09;-0.24;5.6;-7.35;5.6
322.0;1.82;2.38;8.84;0.17;0.1;-0.23;7.35;-17.78;7.35
323.0;1.72;2.75;8.69;0.17;0.1;-0.23;9.03;-25.06;9.03
324.0;1.6;3.17;8.47;0.17;0.1;-0.23;10.5;-31.15;10.5
325.0;2.15;3.74;8.34;0.17;0.1;-0.23;12.25;-37.87;12.25
326.0;2.58;4.09;8.49;0.17;0.1;-0.23;16.1;-51.24;16.1
327.0;3.12;4.19;8.89;0.17;0.1;-0.23;23.66;-71.26;23.66
328.0;3.06;4.06;9.1;0.16;0.1;-0.24;31.01;-93.52;31.01
329.0;2.43;4.31;8.82;0.16;0.1;-0.24;38.01;-113.68;38.01
330.0;1.79;4.85;8.56;0.16;0.1;-0.24;45.57;-135.52;45.57
331.0;1.16;5.46;8.64;0.13;0.1;-0.25;52.36;-154.14;52.36
332.0;0.7;5.69;8.71;0.13;0.1;-0.25;59.57;-169.68;59.57
333.0;0.19;5.64;8.99;0.13;0.1;-0.25;64.68;-186.41;64.68
334.0;-0.45;5.5;8.84;0.1;0.11;-0.27;67.9;-201.81;67.9
336.0;-2.54;5.58;8.09;0.1;0.11;-0.27;69.51;-216.93;69.51
337.0;-3.64;5.47;8.28;0.1;0.11;-0.27;67.41;-217.7;67.41
338.0;-4.21;5.24;8.28;0.05;0.12;-0.28;62.51;-218.47;62.51
339.0;-4.29;5.2;8.64;0.05;0.12;-0.28;57.33;-219.1;57.33
340.0;-4.14;4.86;8.77;-0.01;0.13;-0.29;51.31;-222.67;51.31
341.0;-3.32;3.94;8.33;-0.01;0.13;-0.29;43.19;-235.06;43.19
