data,label
"[[117970.0, 117978.0, 117986.0, 117995.0, 118003.0, 118011.0, 118020.0, 118028.0, 118036.0, 118044.0, 118052.0, 118060.0, 118069.0, 118077.0, 118085.0, 118094.0, 118102.0, 118110.0, 118118.0, 118126.0, 118134.0, 118142.0, 118151.0, 118159.0, 118167.0, 118175.0, 118183.0, 118191.0, 118201.0, 118209.0, 118217.0, 118225.0, 118233.0, 118241.0, 118249.0, 118257.0, 118265.0, 118273.0, 118282.0, 118290.0, 118298.0, 118307.0, 118316.0, 118324.0, 118332.0, 118340.0, 118348.0, 118356.0, 118364.0, 118372.0, 118380.0, 118389.0, 118397.0, 118405.0, 118413.0, 118421.0, 118430.0, 118438.0, 118446.0, 118454.0, 118462.0, 118470.0, 118478.0, 118486.0, 118495.0, 118503.0, 118512.0, 118520.0, 118528.0, 118536.0, 118544.0, 118552.0, 118560.0, 118569.0, 118577.0, 118585.0, 118593.0, 118601.0, 118619.0, 118626.0, 118634.0, 118642.0, 118650.0, 118659.0, 118667.0, 118675.0, 118683.0, 118691.0, 118699.0, 118707.0, 118716.0, 118724.0, 118732.0, 118741.0, 118749.0, 118757.0, 118765.0, 118773.0, 118781.0, 118789.0, 118797.0, 118806.0, 118814.0, 118822.0, 118831.0, 118838.0, 118846.0, 118855.0, 118863.0, 118871.0, 118879.0, 118887.0, 118895.0, 118903.0, 118911.0, 118921.0, 118929.0, 118937.0, 118945.0, 118953.0, 118961.0, 118969.0, 118977.0, 118985.0], [0.65, 0.57, 0.5, 0.48, 0.56, 0.52, 0.45, 0.47, 0.47, 0.45, 0.52, 0.47, 0.55, 0.46, 0.39, 0.37, 0.55, 0.54, 0.55, 0.52, 0.52, 0.53, 0.58, 0.52, 0.47, 0.51, 0.52, 0.41, 0.52, 0.58, 0.63, 0.62, 0.6, 0.53, 0.61, 0.5, 0.45, 0.53, 0.58, 0.58, 0.6, 0.55, 0.6, 0.51, 0.55, 0.51, 0.6, 0.57, 0.57, 0.58, 0.55, 0.62, 0.49, 0.56, 0.51, 0.59, 0.49, 0.47, 0.51, 0.5, 0.56, 0.53, 0.49, 0.62, 0.6, 0.65, 0.56, 0.63, 0.65, 0.57, 0.68, 0.67, 0.62, 0.6, 0.41, 0.45, 0.47, 0.48, 0.58, 0.54, 0.61, 0.59, 0.52, 0.46, 0.42, 0.44, 0.45, 0.39, 0.33, 0.5, 0.38, 0.25, 0.45, 0.46, 0.66, 1.0, 1.16, 1.21, 1.64, 2.71, 4.62, 5.1, 4.49, 3.7, 4.26, 5.69, 10.6, 11.56, 12.91, 11.45, 8.24, 8.74, 6.09, -4.28, -9.78, -8.84, -2.23, -8.38, -7.01, 6.01, 21.35, 26.27, 19.95, 11.28], [-1.23, -1.22, -1.26, -1.13, -1.18, -1.26, -1.25, -1.25, -1.32, -1.26, -1.27, -1.22, -1.24, -1.32, -1.25, -1.34, -1.26, -1.32, -1.31, -1.33, -1.32, -1.3, -1.27, -1.26, -1.44, -1.35, -1.37, -1.37, -1.31, -1.21, -1.22, -1.21, -1.24, -1.23, -1.29, -1.27, -1.14, -1.27, -1.28, -1.23, -1.22, -1.26, -1.23, -1.23, -1.26, -1.16, -1.17, -1.23, -1.16, -1.21, -1.21, -1.18, -1.12, -1.25, -1.08, -1.13, -1.22, -1.13, -1.16, -1.16, -1.2, -1.25, -1.14, -1.19, -1.24, -1.2, -1.17, -1.31, -1.2, -1.28, -1.25, -1.26, -1.33, -1.29, -1.24, -1.36, -1.42, -1.34, -1.35, -1.36, -1.36, -1.32, -1.39, -1.4, -1.39, -1.37, -1.54, -1.5, -1.51, -1.59, -1.54, -1.78, -2.16, -2.66, -3.46, -4.71, -6.77, -9.78, -13.94, -19.73, -29.84, -34.49, -41.9, -45.4, -40.24, -34.16, -31.36, -27.25, -21.21, -15.81, -6.89, 5.53, 22.38, 31.72, 47.57, 74.24, 88.63, 55.19, 23.01, 4.8, -7.75, -2.41, 12.35, 10.09], [9.43, 9.35, 9.4, 9.39, 9.45, 9.4, 9.52, 9.55, 9.58, 9.6, 9.68, 9.55, 9.64, 9.57, 9.59, 9.58, 9.55, 9.48, 9.55, 9.45, 9.4, 9.48, 9.48, 9.58, 9.52, 9.49, 9.58, 9.6, 9.53, 9.5, 9.54, 9.47, 9.53, 9.58, 9.55, 9.45, 9.54, 9.53, 9.57, 9.58, 9.45, 9.57, 9.63, 9.54, 9.55, 9.5, 9.43, 9.54, 9.43, 9.44, 9.45, 9.53, 9.5, 9.41, 9.47, 9.62, 9.58, 9.51, 9.57, 9.61, 9.46, 9.58, 9.58, 9.58, 9.61, 9.55, 9.6, 9.63, 9.63, 9.58, 9.6, 9.54, 9.49, 9.63, 9.53, 9.57, 9.54, 9.6, 9.55, 9.57, 9.58, 9.6, 9.61, 9.67, 9.7, 9.75, 9.68, 9.71, 9.93, 10.33, 10.55, 11.05, 11.54, 12.11, 12.42, 12.89, 13.43, 14.18, 15.05, 16.0, 16.08, 14.6, 11.39, 6.52, 2.11, -1.5, -4.49, -8.38, -9.19, -5.74, 8.39, 25.56, 22.41, 3.32, -5.27, 7.35, 25.39, 8.27, -10.25, -6.56, -1.87, 11.56, 16.68, -3.34], [0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.16, 0.16, 0.16, 0.16, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.14, 0.14, 0.14, 0.13, 0.13, 0.13, 0.14, 0.14, 0.14, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.12, 0.12, 0.12, 0.12, 0.15, 0.15, 0.15, 0.22, 0.22, 0.22, 0.31, 0.31, 0.31, 0.26, 0.26, 0.26], [0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.55, 0.55, 0.55, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.55, 0.55, 0.55, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.55, 0.55, 0.55, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.55, 0.55, 0.55, 0.58, 0.58, 0.58, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.62, 0.59, 0.59, 0.59, 0.54, 0.54, 0.54, 0.51, 0.51, 0.51, 0.54, 0.54, 0.54], [-0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.62, -0.62, -0.62, -0.61, -0.61, -0.61, -0.62, -0.62, -0.62, -0.63, -0.63, -0.63, -0.62, -0.62, -0.62, -0.62, -0.62, -0.62, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.61, -0.61, -0.61, -0.62, -0.62, -0.62, -0.63, -0.63, -0.63, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.64, -0.64, -0.64, -0.63, -0.63, -0.63, -0.62, -0.62, -0.62, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.62, -0.62, -0.62, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.64, -0.63, -0.63, -0.63, -0.63, -0.63, -0.63, -0.66, -0.66, -0.66, -0.65, -0.65, -0.65, -0.65, -0.63, -0.63, -0.63, -0.59, -0.59, -0.59, -0.54, -0.54, -0.54, -0.57, -0.57, -0.57], [2.59, 2.59, 2.31, 2.52, 2.73, 3.01, 2.31, 2.73, 2.87, 2.73, 3.15, 3.57, 3.92, 3.92, 4.06, 3.99, 4.2, 4.2, 4.06, 3.85, 4.06, 3.85, 4.06, 3.64, 3.43, 3.57, 3.5, 3.01, 3.08, 3.01, 3.01, 2.94, 3.29, 3.43, 3.64, 3.36, 3.22, 3.5, 3.15, 3.15, 3.57, 3.57, 3.15, 3.29, 3.15, 2.94, 2.52, 2.59, 3.08, 2.73, 3.15, 2.94, 2.94, 3.15, 3.15, 2.66, 2.52, 2.31, 2.17, 2.1, 2.03, 2.17, 2.45, 2.17, 1.68, 2.38, 2.38, 2.66, 2.73, 3.08, 3.01, 2.94, 3.01, 2.87, 2.59, 2.66, 2.24, 2.17, 1.89, 2.17, 1.82, 1.96, 2.24, 2.17, 1.82, 2.45, 2.73, 3.01, 3.64, 4.55, 6.02, 8.26, 10.57, 12.81, 15.33, 18.69, 23.59, 32.48, 44.1, 69.16, 102.62, 128.73, 168.7, 162.75, 128.87, 108.36, 82.39, 42.98, -9.87, -58.17, -107.31, -153.65, -209.3, -322.56, -450.03, -453.11, -176.19, 90.02, 214.62, 227.57, 164.15, 79.24, 83.93, 74.2], [-0.49, -0.56, 0.07, -0.56, -0.63, -0.7, -0.14, 0.42, 0.7, 0.84, 0.91, 0.35, -0.35, 0.0, 0.63, 0.98, 1.05, 1.68, 1.12, 0.84, 0.49, 0.0, -0.14, -0.14, 0.07, 0.07, 0.28, 0.63, 1.4, 1.82, 1.4, 0.84, 0.14, -0.49, -0.91, -0.56, -0.56, 0.42, 0.56, 0.49, -0.14, -0.35, -0.77, -0.21, 0.21, 0.42, 0.63, 0.7, 0.0, -0.35, -0.49, -0.84, -1.12, -1.33, -1.54, -1.19, -1.05, -0.91, -1.05, -0.91, -0.7, -1.12, -0.7, -0.77, -0.84, -1.12, -1.12, -0.84, -1.05, -0.84, -1.05, -1.89, -2.66, -2.73, -2.73, -2.17, -1.61, -0.98, -0.35, -0.91, -0.84, -1.61, -2.03, -1.68, -1.61, -2.8, -3.01, -4.2, -5.25, -5.95, -7.63, -9.87, -12.46, -14.7, -18.41, -22.82, -26.46, -28.7, -26.88, -27.02, -29.82, -44.31, -56.42, -33.32, -0.91, 36.75, 58.31, 60.69, 55.65, 63.21, 104.02, 73.22, 82.18, 186.83, 367.36, 434.98, 304.36, 93.1, -48.23, -110.04, -117.46, -162.47, -231.56, -173.39], [2.59, 2.59, 2.31, 2.52, 2.73, 3.01, 2.31, 2.73, 2.87, 2.73, 3.15, 3.57, 3.92, 3.92, 4.06, 3.99, 4.2, 4.2, 4.06, 3.85, 4.06, 3.85, 4.06, 3.64, 3.43, 3.57, 3.5, 3.01, 3.08, 3.01, 3.01, 2.94, 3.29, 3.43, 3.64, 3.36, 3.22, 3.5, 3.15, 3.15, 3.57, 3.57, 3.15, 3.29, 3.15, 2.94, 2.52, 2.59, 3.08, 2.73, 3.15, 2.94, 2.94, 3.15, 3.15, 2.66, 2.52, 2.31, 2.17, 2.1, 2.03, 2.17, 2.45, 2.17, 1.68, 2.38, 2.38, 2.66, 2.73, 3.08, 3.01, 2.94, 3.01, 2.87, 2.59, 2.66, 2.24, 2.17, 1.89, 2.17, 1.82, 1.96, 2.24, 2.17, 1.82, 2.45, 2.73, 3.01, 3.64, 4.55, 6.02, 8.26, 10.57, 12.81, 15.33, 18.69, 23.59, 32.48, 44.1, 69.16, 102.62, 128.73, 168.7, 162.75, 128.87, 108.36, 82.39, 42.98, -9.87, -58.17, -107.31, -153.65, -209.3, -322.56, -450.03, -453.11, -176.19, 90.02, 214.62, 227.57, 164.15, 79.24, 83.93, 74.2]]",horizontal punch
"[[166511.0, 166519.0, 166527.0, 166535.0, 166543.0, 166551.0, 166559.0, 166569.0, 166577.0, 166585.0, 166593.0, 166601.0, 166610.0, 166618.0, 166626.0, 166634.0, 166642.0, 166650.0, 166658.0, 166668.0, 166676.0, 166683.0, 166692.0, 166700.0, 166708.0, 166716.0, 166724.0, 166732.0, 166740.0, 166749.0, 166757.0, 166765.0, 166774.0, 166782.0, 166790.0, 166798.0, 166807.0, 166815.0, 166823.0, 166831.0, 166839.0, 166847.0, 166855.0, 166864.0, 166873.0, 166881.0, 166889.0, 166897.0, 166905.0, 166913.0, 166921.0, 166930.0, 166938.0, 166946.0, 166954.0, 166962.0, 166970.0, 166979.0, 166988.0, 166995.0, 167004.0, 167012.0, 167020.0, 167028.0, 167036.0, 167044.0, 167053.0, 167061.0, 167069.0, 167078.0, 167087.0, 167095.0, 167103.0, 167111.0, 167119.0, 167127.0, 167135.0, 167144.0, 167152.0, 167160.0, 167168.0, 167176.0, 167185.0, 167193.0, 167201.0, 167209.0, 167217.0, 167233.0, 167242.0, 167250.0, 167258.0, 167266.0, 167274.0, 167282.0, 167291.0, 167299.0, 167307.0, 167315.0, 167323.0, 167331.0, 167339.0, 167347.0, 167355.0, 167364.0, 167372.0, 167380.0, 167389.0, 167397.0, 167405.0, 167413.0, 167421.0, 167429.0, 167437.0, 167446.0, 167454.0, 167462.0, 167470.0, 167478.0], [-6.02, -6.04, -5.89, -6.07, -6.01, -6.1, -6.06, -6.1, -6.02, -5.97, -6.03, -6.06, -6.03, -5.99, -6.01, -6.02, -5.9, -6.05, -6.02, -6.02, -6.04, -6.06, -6.02, -6.08, -6.1, -6.14, -5.99, -6.0, -6.02, -6.06, -6.07, -6.04, -6.02, -5.86, -5.99, -6.11, -6.06, -6.06, -6.07, -6.09, -5.93, -5.81, -5.74, -5.51, -5.33, -5.03, -4.84, -4.47, -4.11, -1.91, -3.13, -2.73, -2.07, -0.98, 0.02, 0.57, 1.09, 2.11, 3.03, 4.46, 9.73, 12.5, 11.7, 9.98, 9.05, 9.3, 7.77, 6.09, 2.46, -3.85, -14.35, -9.59, 26.42, 83.24, 25.35, -8.89, -22.05, -16.35, 15.67, 37.82, 14.9, -5.48, -8.92, 8.2, 27.34, 26.09, 9.54, -9.42, -5.0, 1.4, 3.09, 0.06, -2.59, -1.22, 2.84, 6.2, 5.56, 1.77, -0.92, -1.75, -0.58, 1.8, 3.58, 4.57, 4.45, 2.93, 1.1, 0.08, 0.34, 2.02, 3.54, 4.35, 4.4, 3.47, 2.68, 2.46, 2.6, 2.31], [-7.89, -7.91, -7.78, -7.85, -7.9, -7.98, -7.87, -7.88, -7.9, -7.95, -7.95, -7.98, -7.88, -7.9, -7.92, -7.9, -7.93, -7.87, -7.9, -7.9, -7.8, -7.93, -7.84, -7.87, -7.79, -7.81, -7.9, -7.78, -7.93, -7.87, -7.85, -7.81, -7.91, -7.8, -7.87, -7.84, -7.75, -7.82, -7.8, -7.85, -7.92, -7.98, -8.1, -8.29, -8.38, -8.56, -8.95, -9.42, -9.93, -10.36, -11.13, -11.92, -13.01, -14.53, -16.76, -19.83, -23.61, -30.53, -40.06, -52.3, -55.63, -52.83, -46.98, -44.08, -39.98, -34.6, -26.68, -16.76, -6.85, 6.02, 23.2, 41.99, 98.34, 233.72, 112.74, 43.27, 1.69, -31.51, -31.31, -7.98, 22.96, 15.05, -7.59, -19.68, -17.47, -3.52, 9.29, 7.1, 0.67, -0.45, -0.02, 0.06, -0.62, -2.24, -3.15, -2.79, -1.93, -1.13, -1.18, -1.51, -1.37, -1.28, -1.28, -1.23, -1.21, -1.33, -1.36, -1.23, -0.85, -0.82, -0.66, -0.8, -0.87, -1.04, -1.03, -0.89, -0.88, -0.95], [1.28, 1.31, 1.27, 1.41, 1.34, 1.3, 1.22, 1.24, 1.37, 1.26, 1.26, 1.26, 1.21, 1.22, 1.34, 1.19, 1.26, 1.24, 1.23, 1.16, 1.27, 1.28, 1.32, 1.28, 1.25, 1.3, 1.26, 1.3, 1.24, 1.31, 1.19, 1.19, 1.2, 1.34, 1.18, 1.21, 1.28, 1.24, 1.36, 1.19, 1.21, 1.15, 1.14, 1.07, 1.11, 1.01, 1.02, 0.93, 0.83, 0.84, 0.74, 0.69, 0.51, 0.29, 0.18, -0.03, 0.46, 0.06, 0.18, -1.33, -5.12, -5.13, -5.28, -6.91, -7.38, -6.14, -5.0, -7.12, -9.58, -10.05, -24.34, -26.7, -7.59, 52.57, 57.84, 10.25, -19.78, -25.1, -2.12, 20.6, 7.59, -16.83, -16.79, -8.27, -0.25, 7.53, 11.35, 8.43, 6.82, 6.65, 7.27, 6.5, 5.6, 4.94, 4.86, 6.07, 7.48, 8.25, 9.1, 9.48, 9.48, 9.59, 9.49, 9.96, 10.36, 10.76, 11.08, 11.05, 10.71, 10.85, 11.0, 10.98, 10.98, 11.28, 10.87, 10.6, 10.56, 9.95], [-0.29, -0.29, -0.29, -0.29, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.29, -0.29, -0.29, -0.44, -0.3, -0.3, -0.3, -0.29, -0.29, -0.29, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.29, -0.29, -0.29, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.3, -0.31, -0.31, -0.31, -0.31, -0.28, -0.28, -0.28, -0.25, -0.25, -0.25, -0.16, -0.16, -0.16, 0.09, 0.09, 0.09, 0.31, 0.31, 0.31, 0.28, 0.28, 0.28, 0.23, 0.23, 0.23, 0.24, 0.24, 0.24, 0.31, 0.31, 0.33, 0.33, 0.33, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.3, 0.3, 0.3, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.3], [0.94, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.94, 0.94, 0.94, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.92, 0.92, 0.92, 0.88, 0.88, 0.88, 0.77, 0.77, 0.77, 0.59, 0.59, 0.59, 0.48, 0.48, 0.48, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.56, 0.56, 0.56, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.55], [-0.28, -0.26, -0.26, -0.26, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.28, -0.28, -0.28, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.26, -0.26, -0.26, -0.27, -0.27, -0.27, -0.27, -0.27, -0.27, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.26, -0.27, -0.27, -0.27, -0.27, -0.34, -0.34, -0.34, -0.42, -0.42, -0.42, -0.52, -0.52, -0.52, -0.6, -0.6, -0.6, -0.53, -0.53, -0.53, -0.56, -0.56, -0.56, -0.59, -0.59, -0.59, -0.57, -0.57, -0.57, -0.54, -0.54, -0.52, -0.52, -0.52, -0.54, -0.54, -0.54, -0.54, -0.54, -0.54, -0.54, -0.54, -0.54, -0.54, -0.53, -0.53, -0.53, -0.55, -0.55, -0.55, -0.55, -0.55, -0.55, -0.53, -0.53, -0.53, -0.54, -0.54, -0.54, -0.54], [3.43, 3.15, 2.87, 3.43, 3.22, 3.57, 3.5, 3.5, 3.64, 3.78, 3.5, 3.64, 3.43, 3.5, 3.01, 3.43, 3.29, 3.29, 3.29, 2.87, 3.01, 3.01, 3.08, 3.01, 3.08, 3.64, 3.64, 3.99, 3.99, 4.13, 4.34, 3.85, 4.06, 4.13, 3.99, 4.06, 3.64, 3.43, 2.94, 2.59, 2.52, 2.66, 1.89, 1.61, 1.19, 0.49, -0.98, -2.45, -4.97, -9.38, -14.91, -23.24, -34.79, -48.23, -60.83, -72.8, -77.42, -74.13, -58.1, -52.57, -83.79, -111.37, -126.7, -139.51, -164.36, -189.0, -220.08, -260.75, -361.97, -457.8, -632.94, -898.38, -1169.84, -614.74, 175.56, 383.46, 472.92, 339.57, 141.82, 65.38, 93.17, 145.81, 87.71, -38.57, -137.13, -156.24, -117.39, 9.94, 27.23, 27.93, 30.17, 28.91, 21.21, 7.07, -9.52, -20.86, -25.9, -25.48, -22.89, -21.77, -20.65, -17.85, -14.91, -12.6, -11.41, -11.13, -12.25, -14.35, -16.52, -17.36, -16.66, -12.95, -8.05, -3.15, 0.21, 2.38, 3.43, 4.69], [0.0, -0.28, -0.49, -0.49, -0.56, -0.42, 0.21, 0.56, 0.21, 0.35, 0.35, 0.07, 0.07, -0.07, -0.28, -0.42, -0.49, 0.0, -0.42, 0.28, 0.42, 0.7, 0.49, 0.7, 0.7, 0.84, 0.98, 0.84, 0.63, 0.21, 0.21, 0.28, 0.77, 0.35, 0.84, 0.56, 0.56, 1.05, 1.4, 1.54, 1.82, 1.54, 0.42, -0.49, -1.4, -3.85, -6.16, -9.94, -14.98, -21.14, -27.3, -33.81, -42.7, -51.87, -61.39, -65.45, -55.3, -19.39, 34.16, 120.89, 220.15, 315.7, 369.32, 414.68, 453.67, 519.75, 580.23, 663.04, 757.68, 885.99, 1265.67, 1499.96, 1513.75, 1008.91, 311.92, -135.03, -277.2, -73.92, -18.69, -171.71, -371.07, -264.6, 75.46, 352.87, 439.67, 328.58, 182.07, 97.02, 78.26, 16.8, -53.69, -90.37, -71.82, -21.21, 16.52, 23.31, 5.88, -9.8, -8.75, 0.42, 4.55, -2.31, -20.37, -40.46, -53.97, -52.99, -32.97, -4.41, 20.86, 34.3, 30.17, 14.14, -3.22, -14.49, -16.8, -12.39, -8.47, -5.53], [3.43, 3.15, 2.87, 3.43, 3.22, 3.57, 3.5, 3.5, 3.64, 3.78, 3.5, 3.64, 3.43, 3.5, 3.01, 3.43, 3.29, 3.29, 3.29, 2.87, 3.01, 3.01, 3.08, 3.01, 3.08, 3.64, 3.64, 3.99, 3.99, 4.13, 4.34, 3.85, 4.06, 4.13, 3.99, 4.06, 3.64, 3.43, 2.94, 2.59, 2.52, 2.66, 1.89, 1.61, 1.19, 0.49, -0.98, -2.45, -4.97, -9.38, -14.91, -23.24, -34.79, -48.23, -60.83, -72.8, -77.42, -74.13, -58.1, -52.57, -83.79, -111.37, -126.7, -139.51, -164.36, -189.0, -220.08, -260.75, -361.97, -457.8, -632.94, -898.38, -1169.84, -614.74, 175.56, 383.46, 472.92, 339.57, 141.82, 65.38, 93.17, 145.81, 87.71, -38.57, -137.13, -156.24, -117.39, 9.94, 27.23, 27.93, 30.17, 28.91, 21.21, 7.07, -9.52, -20.86, -25.9, -25.48, -22.89, -21.77, -20.65, -17.85, -14.91, -12.6, -11.41, -11.13, -12.25, -14.35, -16.52, -17.36, -16.66, -12.95, -8.05, -3.15, 0.21, 2.38, 3.43, 4.69]]",twist punch
